#Table: J/MNRAS/402/620/table7.dat (http://cdsarc.cds.unistra.fr)
---------------------------------------------------------------------------------------------------------------------
S                       |      |     |    |   |     |     |    |    |     |    |    |    | M|    |    |         |
o                       |      |     |   P| Fi|     |    e|    |  e_|     |   e|    |   e|Ty|    |  e_|         |   N
l    SDSS               |Type  |  MJD|late|ber| Teff|_Teff|logg|logg|  Mwd|_Mwd| dwd|_dwd|pe|dsec|dsec|Flag     |otes
------------------------|------|-----|----|---|-----|-----|----|----|-----|----|----|----|--|----|----|---------|----
0SDSSJ004815.70+002034.1|DA/M  |52199| 691|582|11302|  534|8.43|0.26| 0.88|0.16| 246|  47| 4| 913| 269|s/e      |
1SDSSJ005008.21-000359.0|WD/M  |52669|1130|168|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 433| 127|a        |
0SDSSJ005008.21-000359.0|WD/M  |52669|1130|168|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 433| 127|a        |
1SDSSJ005208.42-005134.6|DA/M  |52201| 692|254|12536|  729|8.30|0.19| 0.80|0.12| 226|  31| 3| 323|  64|s/e/a/h  |2
0SDSSJ005208.42-005134.6|DA/M  |52201| 692|254|15964|  732|7.92|0.17| 0.57|0.10| 362|  40| 3| 323|  64|s/e/a/h  |
1SDSSJ005208.42-005134.6|DA/M  |51812| 394|139|11433|  398|8.59|0.19| 0.98|0.11| 150|  22| 3| 320|  63|s/e/a/h  |
0SDSSJ005208.42-005134.6|DA/M  |51812| 394|139|17304|  779|7.84|0.19| 0.53|0.11| 403|  48| 3| 320|  63|s/e/a/h  |
1SDSSJ005208.42-005134.6|DA/M  |51876| 394|138|12536|  709|8.49|0.19| 0.92|0.11| 193|  27| 3| 300|  59|s/e/a/h  |
0SDSSJ005208.42-005134.6|DA/M  |51876| 394|138|15964|  859|8.12|0.17| 0.69|0.11| 312|  37| 3| 300|  59|s/e/a/h  |
1SDSSJ005208.42-005134.6|DA/M  |51913| 394|138|12976|  496|8.53|0.11| 0.94|0.07| 189|  15| 3| 313|  62|s/e/a/h  |
0SDSSJ005208.42-005134.6|DA/M  |51913| 394|138|16717|  421|8.13|0.09| 0.70|0.06| 320|  22| 3| 313|  62|s/e/a/h  |
1SDSSJ005245.11-005337.2|DA/M  |52201| 692|211|16336| 2931|9.12|0.59| 1.26|0.30| 296| 211| 4| 424| 125|s/e/h    |5
0SDSSJ005245.11-005337.2|DA/M  |52201| 692|211|17304| 2517|8.97|0.54| 1.18|0.28| 370| 208| 4| 424| 125|s/e/h    |
1SDSSJ005245.11-005337.2|DA/M  |51812| 394| 96|15246| 5239|8.75|0.84| 1.07|0.44| 396| 280| 4| 422| 124|s/e/h    |
0SDSSJ005245.11-005337.2|DA/M  |51812| 394| 96|18330| 2734|8.43|0.56| 0.89|0.31| 615| 240| 4| 422| 124|s/e/h    |
1SDSSJ005245.11-005337.2|DA/M  |51876| 394|100|16336| 6639|9.12|0.91| 1.26|0.47| 284| 252| 4| 418| 123|s/e/h    |
0SDSSJ005245.11-005337.2|DA/M  |51876| 394|100|19640| 4105|8.70|0.73| 1.04|0.37| 533| 314| 4| 418| 123|s/e/h    |
1SDSSJ005245.11-005337.2|DA/M  |51913| 394|100|16525| 2718|9.18|0.54| 1.29|0.28| 277| 198| 4| 408| 120|s/e/h    |
0SDSSJ005245.11-005337.2|DA/M  |51913| 394|100|17912| 1740|8.98|0.38| 1.19|0.20| 370| 147| 4| 408| 120|s/e/h    |
1SDSSJ005254.74+005908.6|WD/M  |52641|1129|570|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 219|  52|         |
0SDSSJ005254.74+005908.6|WD/M  |52641|1129|570|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 219|  52|         |
1SDSSJ005312.06-003208.4|(WD/M)|52641|1129|103|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 242|  58|         |
0SDSSJ005312.06-003208.4|(WD/M)|52641|1129|103|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 242|  58|         |
1SDSSJ005418.54+005746.1|DA/M  |52201| 692|455|20098|  798|7.61|0.15| 0.43|0.06| 502|  49| 4| 340| 100|re/s/e   |
0SDSSJ005418.54+005746.1|DA/M  |52201| 692|455|10307|  165|8.65|0.15| 1.01|0.09| 111|  13| 4| 340| 100|s/e      |
1SDSSJ005457.61-002517.0|DA/M  |51913| 394|110|16910|  342|7.81|0.08| 0.51|0.04| 370|  19| 5| 460| 236|s/e/a/h  |5
0SDSSJ005457.61-002517.0|DA/M  |51913| 394|110|11433|  174|8.42|0.09| 0.87|0.06| 154|  10| 5| 460| 236|s/e/a/h  |
1SDSSJ005457.61-002517.0|DA/M  |51812| 394|118|16525|  591|7.77|0.14| 0.49|0.07| 389|  33| 5| 455| 233|s/e/a/h  |
0SDSSJ005457.61-002517.0|DA/M  |51812| 394|118|11302|  314|8.39|0.16| 0.85|0.11| 162|  19| 5| 455| 233|s/e/a/h  |
1SDSSJ005457.61-002517.0|DA/M  |51876| 394|109|16717|  699|7.72|0.17| 0.47|0.08| 415|  42| 5| 466| 238|s/e/a/h  |
0SDSSJ005457.61-002517.0|DA/M  |51876| 394|109|11173|  341|8.38|0.21| 0.85|0.13| 168|  25| 5| 466| 238|s/e/a/h  |
1SDSSJ005519.90+004039.0|DA/M  |52201| 692|572|14899| 2799|8.14|0.59| 0.70|0.36| 612| 227| 2|1117| 266|s/e      |
0SDSSJ005519.90+004039.0|DA/M  |52201| 692|572|13904| 2850|8.24|0.60| 0.76|0.36| 531| 207| 2|1117| 266|s/e      |
1SDSSJ005540.12-100643.4|DA/M: |52177| 657|105|71310|10125|7.37|0.42| 0.52|0.13|1802| 579| 2|2769| 660|s/e/h    |
0SDSSJ005540.12-100643.4|DA/M: |52177| 657|105| 6969|24435|9.50|2.25| 1.46|0.95|  19|  67| 2|2769| 660|s/e/h    |
1SDSSJ010010.53+003739.1|DA/M  |51783| 395|536|11835| 4171|7.22|1.82| 0.28|0.94|1435|1071| 2|1393| 332|s/e      |
0SDSSJ010010.53+003739.1|DA/M  |51783| 395|536|11433| 3856|7.85|1.69| 0.52|0.96| 853| 705| 2|1393| 332|s/e      |
1SDSSJ010045.94+150659.2|DA/M  |51821| 421|463|12536| 1284|7.65|0.29| 0.43|0.14| 372|  61| 5| 562| 288|s/e/a    |
0SDSSJ010045.94+150659.2|DA/M  |51821| 421|463|12536| 1291|7.61|0.29| 0.41|0.14| 383|  64| 5| 562| 288|s/e/a    |
1SDSSJ010315.11+000507.3|(WD/M)|52209| 694|353|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|s        |
1SDSSJ010341.59+003132.6|DA/M  |53728|2328|385|20804|  833|7.76|0.15| 0.50|0.08| 674|  64| 2| 937| 223|s/e      |1,6
0SDSSJ010341.59+003132.6|DA/M  |53728|2328|385|10307|  171|8.79|0.14| 1.09|0.08| 146|  18| 2| 937| 223|s/e      |
1SDSSJ010341.59+003132.6|DA/M  |52209| 694|341|20804| 1234|7.96|0.22| 0.60|0.13| 606|  86| 2| 940| 224|s/e      |
0SDSSJ010341.59+003132.6|DA/M  |52209| 694|341|10793|  387|8.97|0.23| 1.18|0.12| 147|  35| 2| 940| 224|s/e      |
1SDSSJ010341.59+003132.6|DA/M  |52254| 693|546|21045| 1541|8.02|0.29| 0.64|0.18| 610| 115| 2| 948| 226|s/e      |
0SDSSJ010341.59+003132.6|DA/M  |52254| 693|546|10548|  426|8.92|0.28| 1.15|0.15| 149|  40| 2| 948| 226|s/e      |
1SDSSJ010345.55+003746.7|DC/M  |52914|1498|466|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 9| 114|   4|s/e      |
0SDSSJ010345.55+003746.7|DC/M  |52886|1497|615|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 9| 114|   4|s/e      |
1SDSSJ010345.56+003746.7|DC/M  |52520|1083|638|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 9| 108|   4|s/e      |
0SDSSJ010345.56+003746.7|DC/M  |52520|1083|638|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 9| 108|   4|s/e      |
1SDSSJ010448.50-010516.7|WD/M  |52523|1082|218|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 257|  51|         |
0SDSSJ010448.50-010516.7|WD/M  |52523|1082|218|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 257|  51|         |
1SDSSJ010448.51-010516.8|WD/M  |53726|2313|241|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 283|  56|         |6
0SDSSJ010448.51-010516.8|WD/M  |53726|2313|241|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 283|  56|         |
1SDSSJ010536.50+000919.6|DA/M  |52209| 694|392|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3|1200| 236|         |
0SDSSJ010536.50+000919.6|DA/M  |52209| 694|392|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3|1200| 236|         |
1SDSSJ010622.99-001456.3|DA/M  |51816| 396| 68|14393|  486|7.56|0.12| 0.39|0.05| 310|  24| 8| 154|  62|s/e      |
0SDSSJ010622.99-001456.3|DA/M  |51816| 396| 68|12392| 1957|7.54|0.36| 0.38|0.17| 265|  53| 8| 154|  62|s/e      |
1SDSSJ010734.66+011157.0|DA/M  |52209| 694|414|17304| 4044|8.37|0.73| 0.85|0.40| 888| 432| 3|1070| 211|s/e      |
0SDSSJ010734.66+011157.0|DA/M  |52209| 694|414|14560| 5596|8.50|1.01| 0.93|0.53| 708| 499| 3|1070| 211|s/e      |
1SDSSJ011003.53+135601.2|WD/K  |51811| 422| 91|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ011003.53+135601.2|WD/K  |51811| 422| 91|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ011003.53+135601.2|WD/K  |51878| 422| 92|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ011003.53+135601.2|WD/K  |51878| 422| 92|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ011009.09+132616.1|DA/M  |51878| 422| 53|24443|  409|7.47|0.06| 0.40|0.02| 268|  13| 4| 555| 163|s/e      |1,7
0SDSSJ011009.09+132616.1|DA/M  |51878| 422| 53| 9509|   24|8.77|0.04| 1.07|0.03|  40|   1| 4| 555| 163|s/e      |
1SDSSJ011009.09+132616.1|DA/M  |51811| 422| 48|25891|  420|7.65|0.05| 0.47|0.02| 246|   9| 4| 563| 166|s/e      |
0SDSSJ011009.09+132616.1|DA/M  |51811| 422| 48| 9619|   22|9.01|0.04| 1.20|0.03|  31|   1| 4| 563| 166|s/e      |
1SDSSJ011030.59+000346.6|WD/M  |52202| 695|305|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 645| 127|         |
0SDSSJ011030.59+000346.6|WD/M  |52202| 695|305|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 645| 127|         |
1SDSSJ011042.00-010839.2|DA/K  |53001|1499|243|70494| 2559|7.49|0.10| 0.55|0.03| 435|  40|-1|   0|   0|s        |
0SDSSJ011042.00-010839.2|DA/K  |53001|1499|243| 6504|   63|8.91|0.10| 1.15|0.08|  12|   1|-1|   0|   0|s        |
1SDSSJ011055.31-102011.9|DA/M  |52199| 659|107|15071|  307|7.78|0.08| 0.49|0.04| 192|   9|-1|   0|   0|re/s/e   |
0SDSSJ011055.31-102011.9|DA/M  |52199| 659|107|12110|  300|8.14|0.09| 0.69|0.06| 122|   7|-1|   0|   0|s/e      |
1SDSSJ011123.89+000935.3|DA/M  |52209| 694|595|12392|  791|7.53|0.45| 0.38|0.22| 364|  91| 2| 526| 125|s/e/a    |
0SDSSJ011123.89+000935.3|DA/M  |52209| 694|595|11699|  358|7.84|0.22| 0.51|0.13| 298|  38| 2| 526| 125|s/e/a    |
1SDSSJ011123.90+000935.2|DA/M  |53728|2328|594|12250|  372|7.46|0.16| 0.35|0.06| 390|  41| 2| 538| 128|s/e/a    |6
0SDSSJ011123.90+000935.2|DA/M  |53728|2328|594|12250|  326|7.53|0.14| 0.38|0.06| 371|  34| 2| 538| 128|s/e/a    |
1SDSSJ011226.93+251149.8|DA/M  |53706|2060|267|23076| 2338|7.88|0.34| 0.57|0.20|1186| 252| 3| 776| 153|         |3
0SDSSJ011226.93+251149.8|DA/M  |53706|2060|267|10307|  436|9.03|0.34| 1.21|0.18| 185|  69| 3| 776| 153|         |
1SDSSJ011401.79+245241.1|DA/M: |53706|2060|249| 8282|  500|5.76|1.48|-0.09|0.35|1172| 582|-1|   0|   0|         |3
0SDSSJ011401.79+245241.1|DA/M: |53706|2060|249|14065| 2936|5.00|0.47|-0.19|0.10|3786| 503|-1|   0|   0|         |
1SDSSJ011446.96+132825.3|DA/M  |51821| 423|242|12976| 1428|7.83|0.54| 0.51|0.33| 489| 153| 4| 851| 251|s/e/h    |
0SDSSJ011446.96+132825.3|DA/M  |51821| 423|242|12536| 1271|7.98|0.50| 0.60|0.31| 444| 134| 4| 851| 251|s/e/h    |
1SDSSJ011447.51+254229.6|DA/M  |53384|2040|232|35331|  345|7.83|0.06| 0.58|0.03| 426|  19| 4| 456| 134|s/h      |3
0SDSSJ011447.51+254229.6|DA/M  |53384|2040|232| 8573|   13|9.50|0.03| 1.46|0.01|  17|   2| 4| 456| 134|s/h      |
1SDSSJ011547.58+005350.0|DA/M  |52202| 695|456|16525|  478|7.49|0.12| 0.38|0.04| 439|  36| 6| 356| 164|s/e/h    |
0SDSSJ011547.58+005350.0|DA/M  |52202| 695|456|10793|  171|8.17|0.13| 0.71|0.09| 177|  15| 6| 356| 164|s/e/h    |
1SDSSJ011547.58+005350.0|DA/M  |51789| 398|338|15246|  518|7.53|0.13| 0.39|0.05| 368|  31| 5| 555| 284|s/e/h    |
0SDSSJ011547.58+005350.0|DA/M  |51789| 398|338|11433|  272|7.99|0.16| 0.60|0.11| 196|  19| 5| 555| 284|s/e/h    |
1SDSSJ011600.52+323153.9|DA/M  |53711|2061|339|19640| 1169|7.54|0.23| 0.41|0.09| 911| 134|-1|   0|   0|         |3
0SDSSJ011600.52+323153.9|DA/M  |53711|2061|339|10073|  229|8.43|0.23| 0.88|0.15| 229|  38|-1|   0|   0|         |
1SDSSJ011634.11+002956.5|DA/M  |52202| 695|556|14228| 3594|8.37|0.78| 0.84|0.43| 535| 276| 4| 673| 198|s/e/a    |
0SDSSJ011634.11+002956.5|DA/M  |52202| 695|556|15782| 3187|8.27|0.65| 0.78|0.38| 658| 278| 4| 673| 198|s/e/a    |
1SDSSJ011817.62+384249.3|DA/M  |53381|2062|310|28389|  307|7.89|0.06| 0.58|0.03| 407|  17| 6| 360| 166|h        |3
0SDSSJ011817.62+384249.3|DA/M  |53381|2062|310| 9509|   68|9.26|0.06| 1.33|0.03|  40|   4| 6| 360| 166|h        |
1SDSSJ012039.72+383934.0|DA/M: |53381|2062|233|41510| 2065|7.42|0.22| 0.44|0.07|1246| 211|-1|   0|   0|s        |
0SDSSJ012039.72+383934.0|DA/M: |53381|2062|233| 8001|13020|9.50|2.25| 1.46|1.02|  26|  86|-1|   0|   0|s        |
1SDSSJ012039.72+383934.0|DA/M: |53359|2063|286|43466| 2656|7.39|0.25| 0.44|0.08|1370| 268|-1|   0|   0|s        |
0SDSSJ012039.72+383934.0|DA/M: |53359|2063|286| 7819|13547|9.50|2.25| 1.46|1.01|  26|  86|-1|   0|   0|s        |
1SDSSJ012053.21+382356.6|DA/M  |53381|2062|234|11972| 1461|7.46|0.73| 0.35|0.37|1056| 400| 3| 820| 161|s        |3
0SDSSJ012053.21+382356.6|DA/M  |53381|2062|234|12250| 1480|7.46|0.74| 0.35|0.38|1058| 406| 3| 820| 161|s        |
1SDSSJ012259.52+154253.8|DA/M  |51893| 424|404|11565|  572|8.13|0.28| 0.68|0.18| 267|  50| 5| 436| 223|s/e/a/h  |
0SDSSJ012259.52+154253.8|DA/M  |51893| 424|404|15246|  989|7.71|0.23| 0.46|0.12| 437|  60| 5| 436| 223|s/e/a/h  |
1SDSSJ012332.85+403906.3|DA/M  |53359|2063|408|11173|  679|7.96|0.39| 0.58|0.25| 465| 112| 3| 697| 137|s        |3
0SDSSJ012332.85+403906.3|DA/M  |53359|2063|408|14899| 1375|7.49|0.33| 0.37|0.14| 881| 175| 3| 697| 137|s        |
1SDSSJ012341.91+383810.5|DA/M  |53359|2063|211|31853| 1179|7.95|0.28| 0.62|0.16|1188| 223| 3|1755| 346|s/h      |3
0SDSSJ012341.91+383810.5|DA/M  |53359|2063|211| 8977|  214|9.50|0.11| 1.46|0.05|  57|  16| 3|1755| 346|s/h      |
1SDSSJ012355.61+394946.2|DA/M  |53381|2062|403|19416| 1012|8.04|0.19| 0.65|0.12| 604|  79|-1|   0|   0|h        |3
0SDSSJ012355.61+394946.2|DA/M  |53381|2062|403|11173|  409|8.89|0.21| 1.14|0.11| 176|  34|-1|   0|   0|h        |
1SDSSJ012403.11-002301.1|DA/M  |52209| 696|149|11699| 1654|6.79|0.64| 0.18|0.16|1088| 373| 2| 439| 105|s        |
0SDSSJ012403.11-002301.1|DA/M  |52209| 696|149|11302| 1754|6.87|0.68| 0.20|0.18| 936| 344| 2| 439| 105|s        |
1SDSSJ012415.86+304242.4|(WD/M)|53711|2061|  9|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |3
1SDSSJ012527.80+063048.8|DB/M  |53725|2329| 96|17361|   54|8.21|0.03| 0.00|0.00|   0|   0| 7| 423| 233|h        |3
1SDSSJ012824.67+393704.3|DA/M  |53381|2062|575|19416| 1075|7.31|0.21| 0.34|0.06| 946| 142|-1|   0|   0|         |3
0SDSSJ012824.67+393704.3|DA/M  |53381|2062|575| 9958|  202|8.34|0.22| 0.82|0.15| 224|  34|-1|   0|   0|         |
1SDSSJ012908.21-011349.6|DC/M  |52226| 697|260|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 633| 186|         |
1SDSSJ013033.97-005648.8|DA/M  |52226| 697|201|14065| 3119|7.40|0.82| 0.34|0.40| 973| 412| 4| 982| 289|s/e      |
0SDSSJ013033.97-005648.8|DA/M  |52226| 697|201|11699| 3811|7.14|1.02| 0.26|0.45| 986| 487| 4| 982| 289|s/e      |
1SDSSJ013152.01+003202.9|DA/M  |52226| 697|559|21535| 1922|7.89|0.31| 0.57|0.18| 847| 166| 8| 753| 304|         |
0SDSSJ013152.01+003202.9|DA/M  |52226| 697|559|10427|  454|8.98|0.32| 1.19|0.17| 153|  52| 8| 753| 304|         |
1SDSSJ013328.61+142459.5|DA/M  |51882| 426|350|37857| 2402|7.53|0.34| 0.47|0.13|1232| 284| 1|1459| 286|re/s/e/h |
0SDSSJ013328.61+142459.5|DA/M  |51882| 426|350| 8282|  190|9.50|0.11| 1.46|0.03|  30|   9| 1|1459| 286|s/e/h    |
1SDSSJ013335.54+130357.1|DA/M  |51898| 425| 49|28389| 5508|8.36|0.93| 0.86|0.49|1039| 634| 2|1221| 291|s/e/h    |
0SDSSJ013335.54+130357.1|DA/M  |51898| 425| 49| 9731| 1097|9.50|0.49| 1.46|0.24|  94|  81| 2|1221| 291|s/e/h    |
1SDSSJ013335.54+130357.1|DA/M  |51884| 425| 44|29050| 7392|7.45|1.35| 0.41|0.70|2277|1479| 2|1283| 306|s/e/h    |
0SDSSJ013335.54+130357.1|DA/M  |51884| 425| 44| 8875| 1112|8.59|1.83| 0.97|0.94| 252| 160| 2|1283| 306|s/e/h    |
1SDSSJ013356.07-091535.1|DA/M  |53612|1915|431|12392| 1324|7.47|0.36| 0.36|0.16| 531| 112| 8| 247| 100|         |
0SDSSJ013356.07-091535.1|DA/M  |53612|1915|431|12250| 1328|7.49|0.36| 0.36|0.16| 523| 110| 8| 247| 100|         |
1SDSSJ013418.52+010100.0|DA/M  |53741|1502|517|22811| 2601|7.75|0.41| 0.50|0.22| 912| 224| 1|1146| 225|re       |
0SDSSJ013418.52+010100.0|DA/M  |53741|1502|517| 9844|  473|8.66|0.46| 1.01|0.25| 201|  73| 1|1146| 225|         |
1SDSSJ013441.30-092212.7|DA/M  |52147| 662|477|12110| 2657|7.06|1.13| 0.24|0.48|2464|1314| 2|1914| 456|         |
0SDSSJ013441.30-092212.7|DA/M  |52147| 662|477|11699| 2808|7.14|1.19| 0.26|0.56|2315|1285| 2|1914| 456|         |
1SDSSJ013441.30-092212.7|WD/M  |52178| 662|468|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1900| 453|         |
0SDSSJ013441.30-092212.7|WD/M  |52178| 662|468|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1900| 453|         |
1SDSSJ013504.31-085919.0|DA/M  |53612|1915|464| 9187|  480|8.82|0.69| 1.10|0.36| 218| 134| 4| 471| 139|a        |
0SDSSJ013504.31-085919.0|DA/M  |53612|1915|464|25891| 4599|7.40|0.77| 0.38|0.36|2119| 919| 4| 471| 139|a        |
1SDSSJ013716.08+000311.3|DA/M  |52203| 698|465|18756| 3667|8.52|0.70| 0.94|0.37| 586| 295| 2| 856| 204|s/e      |
0SDSSJ013716.08+000311.3|DA/M  |52203| 698|465|15601| 5326|8.88|0.95| 1.14|0.49| 364| 326| 2| 856| 204|s/e      |
1SDSSJ013750.03+003237.6|DA/M  |52203| 698|470|22292|  894|8.38|0.14| 0.86|0.08| 271|  29| 2| 272|  65|s        |
0SDSSJ013750.03+003237.6|DA/M  |52203| 698|470|16717| 1890|9.24|1.16| 1.32|0.60|  91|  31| 2| 272|  65|s        |
1SDSSJ013801.04+230329.3|DA/M  |53341|2064|216|11835|  610|8.13|0.21| 0.69|0.14| 329|  47| 7| 218| 120|s/h      |3
0SDSSJ013801.04+230329.3|DA/M  |53341|2064|216|15246|  772|7.77|0.18| 0.49|0.09| 518|  56| 7| 218| 120|s/h      |
1SDSSJ013841.09+131257.6|WD/K  |51882| 426|138|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ013841.09+131257.6|WD/K  |51882| 426|138|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ014009.00-001243.4|DA/M  |51788| 401|238|21289| 5488|7.61|0.90| 0.44|0.50|1624| 774| 1|1635| 320|s/e      |4
0SDSSJ014009.00-001243.4|DA/M  |51788| 401|238|10073| 1374|8.63|1.28| 1.00|0.67| 333| 325| 1|1635| 320|s/e      |
1SDSSJ014152.51-005241.6|DA/M  |51788| 401|211|14228| 4981|8.37|0.90| 0.84|0.50| 465| 274| 3|1011| 199|s/e/h    |2
0SDSSJ014152.51-005241.6|DA/M  |51788| 401|211|17505| 2268|8.08|0.46| 0.67|0.29| 735| 218| 3|1011| 199|s/e/h    |
1SDSSJ014246.00-094731.0|DC/M  |53612|1915| 32|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 577| 137|re       |
1SDSSJ014247.10-000114.5|WD/M  |52202| 699|266|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1279| 305|         |
0SDSSJ014247.10-000114.5|WD/M  |52202| 699|266|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1279| 305|         |
1SDSSJ014349.22+002130.1|WD/M  |52202| 699|436|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 382|  91|re       |
0SDSSJ014349.22+002130.1|WD/M  |52202| 699|436|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 382|  91|         |
1SDSSJ014351.72-010809.6|WD/M  |51788| 401| 84|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 846| 202|         |
0SDSSJ014351.72-010809.6|WD/M  |51788| 401| 84|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 846| 202|         |
1SDSSJ014351.72-010809.6|WD/M  |52202| 699|250|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 782| 186|         |
0SDSSJ014351.72-010809.6|WD/M  |52202| 699|250|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 782| 186|         |
1SDSSJ014745.02-004911.2|WD/M  |52202| 699| 94|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 5| 234| 120|a        |
0SDSSJ014745.02-004911.2|WD/M  |52202| 699| 94|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 5| 234| 120|a        |
1SDSSJ014802.11-002544.1|DA/M: |53265|1907| 76|11972|  805|8.14|0.30| 0.69|0.19| 380|  76|-1|   0|   0|         |2
0SDSSJ014802.11-002544.1|DA/M: |53265|1907| 76|13127| 2125|7.90|0.54| 0.55|0.33| 478| 151|-1|   0|   0|         |
1SDSSJ014802.11-002544.1|DA/M: |53315|1907| 68|12976|  950|8.31|0.24| 0.80|0.15| 361|  61|-1|   0|   0|         |
0SDSSJ014802.11-002544.1|DA/M: |53315|1907| 68|15964| 1048|8.10|0.21| 0.68|0.13| 517|  72|-1|   0|   0|         |
1SDSSJ014817.25-005157.4|(WD/K)|52940|1504|290|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ014817.25-005157.4|(WD/K)|52940|1504|290|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ015132.82-080047.7|DA/M  |52168| 665|322|17505| 1515|8.10|0.36| 0.68|0.22| 456| 107| 4| 717| 211|s/e/a/h  |
0SDSSJ015132.82-080047.7|DA/M  |52168| 665|322|11699|  953|8.87|0.37| 1.13|0.19| 167|  57| 4| 717| 211|s/e/a/h  |
1SDSSJ015225.38-005808.5|DA/M  |52940|1504| 83| 8773|   75|8.34|0.13| 0.82|0.09|  88|   9| 6| 105|  49|s/e/a    |
0SDSSJ015225.38-005808.5|DA/M  |52940|1504| 83|27425|  994|6.98|0.17| 0.29|0.04| 871| 104| 6| 105|  49|s/e/a    |
1SDSSJ015256.97+002044.6|DA/M  |52199| 700|472|13432| 2323|8.03|0.44| 0.63|0.28| 483| 135| 4| 800| 235|s/e      |
0SDSSJ015256.97+002044.6|DA/M  |52199| 700|472|12976| 2258|8.09|0.43| 0.66|0.27| 463| 127| 4| 800| 235|s/e      |
1SDSSJ015315.91-084216.7|DA/K  |52168| 665|489|91865| 9424|6.74|0.37| 0.46|0.07|2243| 564|-1|   0|   0|h        |
0SDSSJ015315.91-084216.7|DA/K  |52168| 665|489| 6000|   12|8.09|0.32| 0.64|0.21|  36|   7|-1|   0|   0|h        |
1SDSSJ015405.36-002434.7|WD/M  |52941|1505|307|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 640| 152|         |
0SDSSJ015405.36-002434.7|WD/M  |52941|1505|307|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 640| 152|         |
1SDSSJ015434.31-010611.1|DA:/M |51793| 402|  7| 8001|  867|8.59|2.25| 0.97|1.20| 209|  74| 5| 353| 181|re       |
0SDSSJ015434.31-010611.1|DA:/M |51793| 402|  7|25595| 8845|5.00|0.94|-0.12|0.19|6998|1929| 5| 353| 181|         |
1SDSSJ015622.15+124850.7|WD/M  |51877| 430| 47|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|1332| 179|         |
0SDSSJ015622.15+124850.7|WD/M  |51877| 430| 47|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|1332| 179|         |
1SDSSJ015657.37-003341.6|DA/M  |52199| 700| 52|19416| 6478|8.71|0.88| 1.05|0.45| 712| 512| 1|1597| 313|         |
0SDSSJ015657.37-003341.6|DA/M  |52199| 700| 52|16149| 7903|9.06|0.97| 1.23|0.50| 430| 386| 1|1597| 313|         |
